Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Canceled Rides by Customer,Reason for canceling by Customer,Ride distance,Driver Rating,Customer Rating
5/7/2024,21:22,CNR8388219280,Success,CUST7607,Auto,Seepz,Tardeo,3.47,5.66,0,,4.03,3.4,4.9
5/11/2024,6:01,CNR9376541581,Cancelled by Customer,CUST7347,Prime Sedan,Kandivali,Parel,,,1,AC is Not working,,,
5/24/2024,6:52,CNR9549250209,Cancelled by Driver,CUST8077,Mini,Sandhurst Road,Dadar,,,0,,,,
5/16/2024,15:58,CNR9673710819,Cancelled by Driver,CUST2938,Bike,Kamathipura,Powai,,,0,,,,
5/13/2024,20:51,CNR1149977994,Success,CUST2851,eBike,Girgaon,Chembur,12.37,16.92,0,,10.12,4.1,4.1
5/13/2024,22:07,CNR1204463829,Cancelled by Driver,CUST5446,Prime Sedan,Wadala,Ghatkopar,,,0,,,,
5/4/2024,19:02,CNR6984584496,Success,CUST5493,eBike,Thane,Byculla,7.34,20.27,0,,3.89,4.6,3.7
5/18/2024,12:52,CNR9231502182,Success,CUST3700,Prime Sedan,Borivali,CST,6.72,17.21,0,,4.46,4.8,3.2
5/5/2024,4:07,CNR7860594026,Success,CUST8826,Prime Plus,Sion,Byculla,11.19,11.59,0,,12.33,4.5,4.2
5/24/2024,5:54,CNR1776530267,Cancelled by Customer,CUST1129,Prime Sedan,Grant Road,Chembur,,,1,AC is Not working,,,
5/14/2024,0:16,CNR7437743422,Success,CUST8870,Mini,Wadala,Nariman Point,8.34,24.8,0,,7.2,3.8,3.6
5/9/2024,10:23,CNR3565331243,Cancelled by Driver,CUST8161,Prime Sedan,Powai,Kandivali,,,0,,,,
5/26/2024,7:34,CNR6262297731,Cancelled by Driver,CUST1100,Mini,Juhu,Malad,,,0,,,,
5/9/2024,23:22,CNR1936995928,Success,CUST3723,eBike,Tardeo,Dadar,3.06,5.23,0,,13.4,3.8,5
5/1/2024,7:25,CNR4731989676,Success,CUST8738,Prime Plus,Vikhroli,Mulund,5.33,22.82,0,,15.24,4.2,3.2
5/19/2024,14:31,CNR5969504517,Success,CUST5435,Bike,Worli,Nariman Point,14.27,16.79,0,,10.99,4.3,4.8
5/23/2024,19:22,CNR7681616425,Success,CUST6263,Bike,Sion,Powai,8.57,24.17,0,,6,4.4,4.2
5/5/2024,21:19,CNR8910033335,Cancelled by Customer,CUST3292,eBike,Sion,Kandivali,,,1,Change of plans,,,
5/4/2024,16:20,CNR7396295242,Success,CUST2376,Mini,Goregaon,Dadar,6.08,18.68,0,,7.25,3.8,3.4
5/11/2024,1:33,CNR5497533469,Success,CUST6054,Bike,Juhu,Ghatkopar,14.61,13.63,0,,29.11,3.3,4.2
5/14/2024,9:17,CNR3025574993,Success,CUST6998,eBike,Chembur,Bhandup,12.27,20.67,0,,4.27,4.8,3.4
5/24/2024,9:28,CNR2270436719,Success,CUST8557,Auto,Bhandup,Seepz,14.81,22.65,0,,28.74,3.7,3.2
5/10/2024,18:29,CNR6151550425,Success,CUST5741,Prime SUV,Tardeo,Chembur,8.51,20.86,0,,5.35,4.3,3.6
5/2/2024,7:31,CNR1130073823,Success,CUST4198,Auto,Mazgaon,Chembur,10.6,14.34,0,,24.55,3.3,4.6
5/13/2024,2:44,CNR1863456977,Success,CUST9538,Bike,Santacruz,Byculla,4.52,18.12,0,,25.79,3.5,3.7
5/30/2024,16:30,CNR4820907884,Success,CUST2119,Prime Sedan,Santacruz,Kamathipura,4.75,21.22,0,,23.44,3.3,3.9
5/17/2024,6:00,CNR7678038261,Cancelled by Driver,CUST4013,Prime Sedan,Antop Hill,Goregaon,,,0,,,,
5/10/2024,3:28,CNR8264978010,Success,CUST7694,Prime Sedan,Trombay,Chembur,10.23,6,0,,18.65,3.3,4.7
5/29/2024,23:14,CNR3198412860,Success,CUST2663,Bike,Sandhurst Road,Kandivali,5.66,21.82,0,,2.45,3.8,3.7
5/11/2024,21:30,CNR6102384748,Success,CUST5574,Prime SUV,CST,Khar,13.85,20.02,0,,2.85,4.4,4.1
5/3/2024,15:28,CNR8483150537,Incomplete,CUST3663,Bike,Churchgate,Seepz,,,0,,,,
5/30/2024,9:14,CNR2701038041,Success,CUST5209,Mini,Vikhroli,Byculla,9.46,15.02,0,,15.2,3.9,3.4
5/9/2024,10:03,CNR4394298135,Cancelled by Driver,CUST1605,Auto,Dadar,Nariman Point,,,0,,,,
5/19/2024,10:30,CNR9662785391,Success,CUST4833,Prime SUV,Antop Hill,Dongri,14.46,10.22,0,,20.8,4.9,4.3
5/11/2024,3:45,CNR9954939716,Incomplete,CUST7710,eBike,Mazgaon,Matunga,,,0,,,,
5/28/2024,5:41,CNR6561162527,Cancelled by Driver,CUST5537,eBike,Kings Circle,Mazgaon,,,0,,,,
5/10/2024,21:39,CNR8405370349,Success,CUST7073,Mini,Powai,Parel,9.8,8.13,0,,16.53,3.5,4.5
5/29/2024,11:52,CNR7400696542,Success,CUST6710,Prime SUV,Mazgaon,Malad,7.35,10.38,0,,29.96,3.1,3.1
5/30/2024,23:07,CNR1220512797,Success,CUST3350,Auto,Jogeshwari,Fort,14.62,24.58,0,,19.99,4.8,3.4
5/18/2024,23:34,CNR4601723703,Success,CUST3255,Prime Sedan,Mazgaon,Nariman Point,3.86,7.02,0,,4.25,4.1,4.6
5/6/2024,19:58,CNR8988119876,Success,CUST2342,Mini,Andheri,Thane,14.71,13.69,0,,5.36,3.9,4.4
5/24/2024,16:19,CNR4976988715,Cancelled by Driver,CUST7970,Mini,Girgaon,Powai,,,0,,,,
5/17/2024,12:33,CNR1450160484,Success,CUST3985,eBike,Chembur,Vikhroli,9.72,10.35,0,,19.73,5,3.1
5/2/2024,16:32,CNR3303717655,Incomplete,CUST2342,Bike,Grant Road,Versova,,,0,,,,
5/31/2024,15:53,CNR3314002068,Success,CUST5507,Prime Sedan,Sandhurst Road,Andheri,5.28,24.1,0,,15.02,3.7,3.4
5/28/2024,0:47,CNR4633212294,Success,CUST2726,Mini,Kalbadevi,Sandhurst Road,12.83,17.29,0,,27.48,3.5,3.2
5/2/2024,10:09,CNR1892175710,Success,CUST7122,Auto,Vikhroli,Trombay,8.6,24.97,0,,21.15,3.6,4.8
5/10/2024,16:34,CNR4224910465,Cancelled by Driver,CUST8613,eBike,Andheri,Trombay,,,0,,,,
5/11/2024,4:43,CNR2694638707,Success,CUST2991,Auto,Sandhurst Road,Grant Road,12.62,11.01,0,,5.34,3.5,3.9
5/25/2024,2:00,CNR7332115686,Success,CUST3202,eBike,Sion,Bhandup,5.76,8.44,0,,23.1,5,4.6
5/4/2024,23:27,CNR9771450806,Success,CUST1967,eBike,Mazgaon,Sion,5.18,9.35,0,,4.96,4.1,4.2
5/26/2024,3:54,CNR1528353758,Cancelled by Driver,CUST5643,Prime Sedan,Dadar,Malad,,,0,,,,
5/10/2024,22:29,CNR6182239160,Cancelled by Customer,CUST2141,Prime Sedan,Chunabhatti,Mazgaon,,,1,Change of plans,,,
5/7/2024,12:08,CNR9224916527,Success,CUST2292,Prime Plus,Chunabhatti,Bhandup,6.29,18.63,0,,11.13,3.4,3.7
5/16/2024,19:25,CNR3441044403,Success,CUST4424,Prime Sedan,Grant Road,Versova,3.15,21.6,0,,25.74,3.4,3.1
5/2/2024,0:40,CNR9465353235,Cancelled by Driver,CUST2480,Prime Sedan,Vikhroli,Matunga,,,0,,,,
5/14/2024,7:05,CNR8089537254,Success,CUST7321,Prime SUV,CST,Grant Road,7.11,6.28,0,,7.56,4.6,4.6
5/18/2024,18:11,CNR6828564206,Success,CUST2895,Auto,CST,Matunga,6.37,7.68,0,,3.15,5,4.3
5/8/2024,21:39,CNR9772845815,Success,CUST3195,Prime SUV,Kings Circle,Grant Road,11.95,21.8,0,,24.39,3,3.4
5/15/2024,5:29,CNR7848331125,Cancelled by Customer,CUST7196,Mini,Andheri,Thane,,,1,Driver asked to cancel,,,
5/9/2024,16:05,CNR6389700417,Success,CUST2125,Prime SUV,Dongri,Antop Hill,14.77,18.31,0,,28.74,3.4,4.7
5/13/2024,1:57,CNR9369987994,Success,CUST4354,Prime Sedan,Nariman Point,Vikhroli,14.86,8.15,0,,15.97,4.6,3.9
5/29/2024,13:53,CNR2140747529,Success,CUST7116,Auto,Borivali,Vile Parle,14.82,13.51,0,,18.52,3.1,4.7
5/21/2024,17:00,CNR5876372381,Cancelled by Customer,CUST4506,Auto,Ghatkopar,Mulund,,,1,Change of plans,,,
5/13/2024,13:08,CNR5734980659,Success,CUST5246,eBike,Lower Parel,Kalbadevi,2.21,16.83,0,,1.37,3,4.2
5/4/2024,18:14,CNR7837492049,Success,CUST4463,Auto,Sandhurst Road,Dahisar,4.49,18.07,0,,2.56,3.6,3.3
5/18/2024,1:26,CNR7422252188,Success,CUST5261,eBike,Girgaon,Trombay,10.6,19.42,0,,8.4,3.2,3.2
5/26/2024,20:44,CNR4950794264,Success,CUST3845,Prime Plus,Kings Circle,Nariman Point,14.3,9.35,0,,8.45,3.2,4.2
5/24/2024,8:39,CNR7481739217,Cancelled by Customer,CUST5417,Prime SUV,Sion,Girgaon,,,1,AC is Not working,,,
5/4/2024,22:15,CNR8588860325,Cancelled by Customer,CUST9808,eBike,Kalbadevi,Malad,,,1,Change of plans,,,
5/4/2024,8:56,CNR1844158611,Cancelled by Driver,CUST7960,Prime SUV,Parel,Kurla,,,0,,,,
5/25/2024,12:53,CNR4560527466,Success,CUST4327,Prime Sedan,Chembur,Seepz,3.75,10.79,0,,20.21,4.2,4.1
5/16/2024,16:57,CNR9869132245,Cancelled by Customer,CUST9084,Prime Plus,Parel,Kamathipura,,,1,Change of plans,,,
5/20/2024,11:32,CNR2005178800,Cancelled by Customer,CUST7630,Prime Sedan,Girgaon,Kamathipura,,,1,Change of plans,,,
5/1/2024,8:06,CNR9626135748,Incomplete,CUST1204,Bike,Kurla,Bhandup,,,0,,,,
5/6/2024,20:55,CNR1099609130,Success,CUST9928,Prime Plus,Churchgate,Malad,12.12,9.97,0,,20.67,4.8,3.8
5/11/2024,5:02,CNR9262785647,Cancelled by Driver,CUST2111,eBike,Powai,Colaba,,,0,,,,
5/28/2024,19:02,CNR6824402929,Cancelled by Driver,CUST8566,Prime Plus,Andheri,Lower Parel,,,0,,,,
5/24/2024,2:01,CNR9833017283,Success,CUST9105,eBike,Seepz,Dongri,9.56,7.6,0,,29.05,4.6,3.2
5/9/2024,18:13,CNR5980276724,Success,CUST7082,Prime SUV,Grant Road,Parel,9.73,11.9,0,,2.01,4.1,3.8
5/20/2024,1:39,CNR7941206762,Success,CUST2618,eBike,Mulund,Girgaon,12.42,23.3,0,,22.94,4.6,3.4
5/9/2024,14:01,CNR3038689728,Success,CUST7386,Prime Sedan,Sandhurst Road,Dahisar,4.71,20.3,0,,28.49,4.4,4.8
5/7/2024,5:23,CNR1619132743,Cancelled by Customer,CUST5745,Auto,Ghatkopar,Chunabhatti,,,1,Driver asked to cancel,,,
5/5/2024,3:06,CNR3670855343,Success,CUST1580,Prime Plus,Wadala,CST,7.53,6.51,0,,1.91,4.4,3.9
5/17/2024,3:44,CNR2638454852,Success,CUST1823,Mini,Andheri,Mulund,9.25,10.55,0,,14.8,3.9,3.8
5/18/2024,14:44,CNR3803744849,Cancelled by Driver,CUST1918,Prime Plus,Borivali,Tardeo,,,0,,,,
5/11/2024,7:25,CNR1582148285,Success,CUST6904,Prime Plus,Dahisar,Nariman Point,9.85,22.91,0,,26.12,4.8,3.5
5/18/2024,0:21,CNR7291467110,Success,CUST6128,Auto,Dadar,Kandivali,5.39,10.57,0,,27.37,4.3,3.2
5/16/2024,4:21,CNR1052932290,Success,CUST8559,Prime Plus,Versova,Kalbadevi,4.02,17.61,0,,22.33,4.7,4.9
5/3/2024,1:41,CNR2939053184,Success,CUST3625,Auto,Kandivali,Chembur,6.03,9.81,0,,11.4,4.8,4.2
5/17/2024,12:36,CNR9767129684,Cancelled by Driver,CUST9344,Mini,Goregaon,Worli,,,0,,,,
5/12/2024,4:11,CNR1515182601,Success,CUST5159,Prime Sedan,Dongri,Lower Parel,2.38,6.28,0,,16.6,4.4,3.4
5/23/2024,3:31,CNR5142122483,Cancelled by Driver,CUST8765,Prime SUV,Andheri,Kalbadevi,,,0,,,,
5/9/2024,7:26,CNR5202070490,Cancelled by Driver,CUST4695,Prime SUV,Wadala,Matunga,,,0,,,,
5/26/2024,4:11,CNR2548532916,Success,CUST2521,eBike,Churchgate,Andheri,11.7,13.08,0,,20.67,4.5,5
5/5/2024,5:13,CNR1353399228,Success,CUST1278,Bike,Lower Parel,Wadala,7.34,8.31,0,,6.92,4.4,4.8
5/23/2024,14:51,CNR8913778136,Success,CUST3953,Mini,Versova,Bandra,4.34,10.7,0,,14.2,3.6,3.5
5/7/2024,5:26,CNR6811615780,Cancelled by Driver,CUST2546,Prime Plus,Malad,Kamathipura,,,0,,,,
5/12/2024,20:29,CNR3393118718,Success,CUST3194,Prime Sedan,Bhandup,Chunabhatti,9.01,20.88,0,,8.72,4.2,4.3
5/11/2024,17:22,CNR5775774971,Cancelled by Customer,CUST1607,Prime Plus,Kandivali,Sandhurst Road,,,1,Driver is not moving towards pickup location,,,
5/11/2024,17:37,CNR1390493265,Success,CUST8042,Bike,Churchgate,Girgaon,6.51,21.72,0,,22.99,3.6,3.2
5/22/2024,23:38,CNR9095567323,Success,CUST5182,Mini,Parel,Byculla,3.23,16.66,0,,2.5,3.7,4.5
5/25/2024,16:43,CNR2809474111,Success,CUST4504,Mini,CST,Dadar,11.92,19.91,0,,8.13,4.5,4.5
5/28/2024,16:33,CNR6451319739,Success,CUST8474,Prime Sedan,Bandra,Kings Circle,4.74,15.43,0,,27.72,4.3,3.3
5/23/2024,14:52,CNR5193698972,Cancelled by Customer,CUST2794,Bike,Borivali,Khar,,,1,Change of plans,,,
5/19/2024,18:08,CNR5663278049,Success,CUST5927,Auto,Dadar,Churchgate,9.69,19.68,0,,15.93,4.6,4.4
5/18/2024,23:48,CNR5185382543,Success,CUST7439,Bike,Elphinstone,Vikhroli,3.96,21.72,0,,28.14,3.3,4
5/4/2024,6:50,CNR6284790737,Success,CUST9852,Prime Sedan,Kings Circle,Byculla,11.81,19.43,0,,5.09,4.8,3.4
5/9/2024,1:32,CNR1677403680,Cancelled by Driver,CUST4670,Bike,Mazgaon,Dahisar,,,0,,,,
5/11/2024,13:11,CNR4675130367,Success,CUST3755,Auto,Powai,Vile Parle,6.27,8.16,0,,5.86,4.3,4.1
5/23/2024,15:43,CNR5357436824,Success,CUST6387,Auto,Chembur,Girgaon,3.47,6.45,0,,22.57,4.4,3.1
5/7/2024,1:01,CNR9667990077,Success,CUST9503,Mini,Grant Road,Matunga,3.1,23.07,0,,27.31,4.4,4.9
5/23/2024,12:29,CNR1020741500,Cancelled by Driver,CUST9456,Bike,Sandhurst Road,Juhu,,,0,,,,
5/4/2024,3:25,CNR4428763547,Cancelled by Driver,CUST1379,Bike,Juhu,CST,,,0,,,,
5/18/2024,23:40,CNR2009733703,Success,CUST9101,Prime Plus,Kalbadevi,Fort,5.98,9.36,0,,10.49,4.3,3.3
5/26/2024,21:34,CNR5487078719,Success,CUST1145,Bike,Elphinstone,Thane,8.08,9.66,0,,18.07,4.8,4.5
5/10/2024,2:54,CNR7646947955,Cancelled by Customer,CUST8864,Prime Sedan,CST,Grant Road,,,1,Driver is not moving towards pickup location,,,
5/2/2024,19:52,CNR1941105018,Success,CUST8119,Auto,Kandivali,Elphinstone,8.34,8.73,0,,26.95,3.5,3.2
5/26/2024,14:05,CNR4992468962,Cancelled by Driver,CUST9575,Auto,Sion,Juhu,,,0,,,,
5/21/2024,17:41,CNR6407956109,Success,CUST9212,Prime Plus,Girgaon,Sandhurst Road,6.83,5.57,0,,4.97,3.3,3.1
5/30/2024,9:09,CNR5178051451,Cancelled by Customer,CUST4098,eBike,Ghatkopar,Trombay,,,1,Driver is not moving towards pickup location,,,
5/3/2024,6:20,CNR4275510159,Cancelled by Driver,CUST5550,Mini,Dahisar,Bandra,,,0,,,,
5/14/2024,12:36,CNR6370353498,Success,CUST5478,Prime SUV,Churchgate,Byculla,13.37,9.27,0,,10.44,3.3,4.2
5/14/2024,22:03,CNR1410128724,Success,CUST3260,Prime Sedan,Worli,Elphinstone,9.97,20.23,0,,16.83,4.3,4.9
5/1/2024,4:45,CNR4909493291,Success,CUST9306,Prime Plus,Malad,Worli,6.67,19.35,0,,18.73,3.4,3.8
5/7/2024,14:38,CNR1004847288,Success,CUST7407,Prime Plus,Borivali,Mazgaon,7.45,8.57,0,,27.81,4.5,4
5/11/2024,2:31,CNR5878838809,Cancelled by Customer,CUST4725,Prime SUV,Bhandup,Vikhroli,,,1,Driver asked to cancel,,,
5/13/2024,5:59,CNR6249606171,Incomplete,CUST8445,Auto,Andheri,Matunga,,,0,,,,
5/3/2024,19:06,CNR8306682135,Success,CUST2756,Bike,Kurla,Antop Hill,5.25,15.85,0,,24.17,3.1,5
5/13/2024,2:40,CNR6700984875,Success,CUST1293,Prime Sedan,Trombay,Churchgate,6.67,10.85,0,,6.06,4.6,4.9
5/4/2024,1:03,CNR1742569971,Success,CUST1907,Prime Sedan,Byculla,Dahisar,14.38,21.48,0,,14.95,4.3,3.9
5/2/2024,2:08,CNR3411871526,Success,CUST9558,Prime Plus,Kalbadevi,Juhu,2.75,18.93,0,,2.53,4.6,4.6
5/2/2024,23:56,CNR1754973803,Success,CUST3083,Bike,Fort,Vikhroli,6.21,14.63,0,,18.3,3.6,4.2
5/13/2024,11:05,CNR1537272283,Success,CUST5333,Bike,Dongri,Charni Road,2.72,5.05,0,,3.93,4.6,4.9
5/1/2024,23:27,CNR2396303757,Success,CUST5236,Prime Sedan,CST,Elphinstone,8.66,7.94,0,,16.98,3.3,4.2
5/2/2024,9:41,CNR7183919686,Success,CUST4584,Prime SUV,Vikhroli,Wadala,4.54,20.29,0,,1.68,3.8,3.2
5/12/2024,0:06,CNR3671638169,Success,CUST6454,Prime Plus,Andheri,Charni Road,4.26,12.47,0,,13.11,3.6,4.3
5/16/2024,23:51,CNR8438406597,Incomplete,CUST9057,Prime SUV,Mulund,Ghatkopar,,,0,,,,
5/8/2024,17:26,CNR5651768066,Success,CUST7714,Bike,Powai,Sion,4.5,10.41,0,,25.77,4.1,3.9
5/24/2024,23:43,CNR5091875722,Success,CUST7459,Mini,Andheri,Kings Circle,7.85,10.57,0,,28.35,4.8,3.2
5/12/2024,13:45,CNR8770625862,Success,CUST6752,eBike,Churchgate,Mulund,4.93,13.22,0,,26.43,4.1,3.7
5/26/2024,8:04,CNR9580441802,Success,CUST9942,Mini,Kings Circle,Lower Parel,12.4,17.49,0,,14.57,3.4,3.7
5/25/2024,9:30,CNR9935763645,Success,CUST3615,Bike,Dadar,Vikhroli,8.76,13.01,0,,16.12,4.6,3.7
5/7/2024,0:02,CNR5005698566,Success,CUST9360,Prime Sedan,Kings Circle,Sandhurst Road,9.6,18.3,0,,21.67,4.8,3.7
5/16/2024,9:09,CNR1539250639,Success,CUST6131,Prime SUV,Lower Parel,Chembur,14.46,13.7,0,,19.07,4.3,4.1
5/10/2024,9:46,CNR1474434332,Success,CUST2423,Prime Sedan,Vikhroli,Byculla,11.82,21.08,0,,17.04,4,3.2
5/26/2024,19:47,CNR8521389520,Success,CUST3680,Prime Sedan,Ghatkopar,Sandhurst Road,6.41,11.22,0,,28.66,4.6,4.3
5/25/2024,0:25,CNR4514830868,Success,CUST3027,Auto,Trombay,Dongri,4.18,24.57,0,,11.88,3.2,4
5/19/2024,6:34,CNR3364084191,Incomplete,CUST9703,Prime Plus,Kalbadevi,Grant Road,,,0,,,,
5/1/2024,21:27,CNR6297849570,Incomplete,CUST4692,Prime Sedan,Antop Hill,Seepz,,,0,,,,
5/25/2024,16:55,CNR4462995869,Success,CUST2061,Bike,Mazgaon,Lower Parel,13.52,10.43,0,,2.13,4.7,4.7
5/18/2024,13:34,CNR7035081009,Success,CUST5254,Prime SUV,Bandra,Bhandup,9.47,21.26,0,,23.8,4.8,4.1
5/26/2024,3:02,CNR1780588158,Success,CUST3637,Prime SUV,Charni Road,Wadala,14.95,7.33,0,,25.64,4,3.8
5/6/2024,23:17,CNR4119036928,Success,CUST5049,Prime SUV,Bandra,Kurla,2.73,15.13,0,,26.26,3.4,3.9
5/23/2024,1:19,CNR2820567704,Success,CUST4927,Mini,Mulund,Kandivali,7.57,12.17,0,,13.78,4,4.3
5/23/2024,20:55,CNR7464941116,Cancelled by Driver,CUST1866,Auto,Vile Parle,Powai,,,0,,,,
5/2/2024,22:12,CNR1212595084,Success,CUST2465,Prime SUV,Lower Parel,Borivali,12.63,15.67,0,,10.82,4.3,4.4
5/30/2024,6:19,CNR1501551011,Success,CUST2752,Prime SUV,Chunabhatti,Khar,2.74,8.4,0,,9.27,3.6,4.3
5/23/2024,18:52,CNR2782157530,Success,CUST2719,eBike,Girgaon,CST,11.82,10.31,0,,9.99,4.1,3.4
5/27/2024,4:48,CNR5254698920,Incomplete,CUST9312,Prime Sedan,Kandivali,Seepz,,,0,,,,
5/20/2024,20:29,CNR9630417179,Success,CUST2973,Auto,Chembur,Jogeshwari,7.78,21.99,0,,18.86,3.6,3.8
5/11/2024,10:33,CNR1512732580,Cancelled by Driver,CUST8742,Prime Plus,Parel,Mazgaon,,,0,,,,
5/21/2024,14:33,CNR4198364980,Success,CUST8727,Prime Plus,Kalbadevi,Tardeo,13.61,11.85,0,,29.95,3,3.1
5/24/2024,22:14,CNR3009822493,Cancelled by Driver,CUST7807,Auto,Byculla,Bandra,,,0,,,,
5/18/2024,16:07,CNR4585393828,Success,CUST3126,Prime Plus,Antop Hill,Tardeo,2.79,9.74,0,,13.36,4.5,4.2
5/27/2024,18:40,CNR9537725542,Success,CUST5117,Mini,Khar,Kurla,8.54,23.52,0,,24.64,3.6,5
5/17/2024,15:21,CNR4597040552,Cancelled by Driver,CUST1660,Mini,Dahisar,Parel,,,0,,,,
5/26/2024,0:11,CNR8723506101,Success,CUST9962,Auto,Antop Hill,Elphinstone,2.46,8.37,0,,22.11,3.4,4
5/23/2024,11:50,CNR6806357653,Success,CUST9200,Auto,Andheri,Powai,13.97,11.88,0,,27.34,4.9,3
5/20/2024,21:55,CNR2259113584,Success,CUST3211,Prime Plus,Churchgate,Santacruz,2.32,23.17,0,,16.03,3.1,3.2
5/5/2024,3:25,CNR3512900290,Success,CUST7298,Bike,Trombay,Girgaon,14.22,18.86,0,,26.16,3.7,3.1
5/12/2024,11:54,CNR7253012472,Success,CUST7527,eBike,Kamathipura,Bandra,2.22,23.95,0,,11.69,3,4.4
5/12/2024,14:43,CNR8226879852,Success,CUST2086,Mini,Versova,Chunabhatti,14.55,8.22,0,,6.26,4.1,4.3
5/4/2024,18:54,CNR9295806352,Cancelled by Driver,CUST3327,Auto,Sion,Dadar,,,0,,,,
5/23/2024,13:57,CNR5918560570,Success,CUST2191,Auto,Kamathipura,Andheri,14.47,17.77,0,,25.56,4.1,3.8
5/7/2024,11:02,CNR8588536155,Success,CUST3564,Prime Sedan,Chembur,Chunabhatti,9.57,22.34,0,,28.65,4.4,4.1
5/23/2024,3:39,CNR5883178329,Success,CUST9877,Prime SUV,Matunga,Kings Circle,2.52,9.02,0,,6.39,3.5,3.6
5/2/2024,0:00,CNR5361411616,Success,CUST4745,Auto,Mulund,Kandivali,7.47,6.98,0,,2.23,4.3,4.1
5/12/2024,2:24,CNR6543950854,Success,CUST5015,Prime Plus,Trombay,Versova,10.25,21.55,0,,13.4,4.3,4.9
5/26/2024,7:19,CNR3362019922,Cancelled by Driver,CUST2531,Auto,Sion,Bandra,,,0,,,,
5/26/2024,8:58,CNR7436733989,Success,CUST5252,Prime SUV,Mulund,Khar,10.38,8.54,0,,17.26,5,4
5/16/2024,18:50,CNR5119544555,Incomplete,CUST6243,Mini,Grant Road,Parel,,,0,,,,
5/11/2024,23:48,CNR1477459038,Success,CUST9945,Prime SUV,Goregaon,Jogeshwari,14.98,16.58,0,,2.23,4.2,3.5
5/28/2024,10:51,CNR1422970780,Success,CUST4837,Bike,Charni Road,Girgaon,12.67,10.51,0,,24.1,3.6,3.4
5/18/2024,16:06,CNR6761123776,Success,CUST5253,Prime Plus,CST,Vikhroli,6.7,17.03,0,,18.69,4.1,4.8
5/2/2024,21:51,CNR7865754002,Cancelled by Customer,CUST3634,Prime Plus,Elphinstone,CST,,,1,Driver is not moving towards pickup location,,,
5/5/2024,9:27,CNR6498346695,Success,CUST8578,Mini,Mulund,Borivali,13.21,8.62,0,,16.78,4.9,4.3
5/11/2024,14:06,CNR5412290640,Cancelled by Driver,CUST4335,Auto,Kings Circle,Kalbadevi,,,0,,,,
5/4/2024,12:51,CNR8096740717,Cancelled by Customer,CUST9709,eBike,Girgaon,Colaba,,,1,Change of plans,,,
5/21/2024,1:13,CNR5714596885,Cancelled by Driver,CUST6210,Prime Sedan,Colaba,Mazgaon,,,0,,,,
5/1/2024,5:56,CNR7194633463,Success,CUST2194,Prime SUV,Wadala,Kings Circle,5.55,8.39,0,,15.04,4.4,3.5
5/26/2024,22:29,CNR3885010904,Success,CUST7280,Auto,Powai,Sandhurst Road,6.46,24.38,0,,21.15,3.8,3.4
5/5/2024,8:49,CNR8523669425,Success,CUST9652,Mini,Mulund,Jogeshwari,4.21,7.13,0,,27.3,5,3.3
5/6/2024,16:53,CNR5491218283,Success,CUST7825,Mini,Ghatkopar,Malad,6.29,14.23,0,,6.94,3.6,3.4
5/1/2024,20:57,CNR1888518891,Cancelled by Driver,CUST8835,Auto,Dongri,Chembur,,,0,,,,
5/30/2024,6:46,CNR9249974426,Cancelled by Driver,CUST8796,Mini,Chunabhatti,Malad,,,0,,,,
5/11/2024,4:13,CNR5518813344,Cancelled by Customer,CUST1494,Prime SUV,Ghatkopar,Mazgaon,,,1,Wrong Address,,,
5/31/2024,18:43,CNR2003974175,Success,CUST1942,eBike,Thane,Charni Road,13.82,24.39,0,,6.04,3.4,4.1
5/25/2024,8:00,CNR9699023942,Success,CUST9598,Prime SUV,Tardeo,Mulund,7.67,16.64,0,,16.14,3.7,4.1
5/15/2024,18:26,CNR4187740647,Success,CUST6363,Bike,Jogeshwari,Byculla,4.68,18.1,0,,2.26,3.1,4.1
5/30/2024,0:20,CNR6676525272,Success,CUST8376,Auto,Fort,Kamathipura,2.29,8.43,0,,17.38,4.4,3.4
5/16/2024,14:31,CNR8347314406,Cancelled by Customer,CUST6640,Prime Sedan,Powai,Byculla,,,1,Driver is not moving towards pickup location,,,
5/18/2024,0:15,CNR7558280812,Success,CUST3411,Prime SUV,Santacruz,Kamathipura,9.97,13.24,0,,19.96,5,4.9
5/7/2024,12:47,CNR4596147581,Success,CUST8461,eBike,Chembur,Santacruz,13.51,6.33,0,,28.64,3.6,3.8
5/2/2024,5:11,CNR5927294039,Success,CUST2692,Auto,Girgaon,Goregaon,3.46,19.53,0,,28.39,4.2,4.4
5/26/2024,11:41,CNR9104634333,Cancelled by Driver,CUST7978,Bike,Kurla,Khar,,,0,,,,
5/4/2024,5:03,CNR8642627217,Success,CUST3582,Bike,Nariman Point,Charni Road,2.59,5.04,0,,11.17,3.5,3.1
5/4/2024,8:53,CNR7667881685,Success,CUST4812,Auto,Charni Road,Santacruz,3.62,23.3,0,,5.07,4.1,4.2
5/30/2024,13:37,CNR1033774017,Success,CUST3935,Prime Plus,Bandra,Santacruz,3.29,11.38,0,,2.49,3.8,3.4
5/23/2024,18:50,CNR3360484174,Success,CUST2567,Prime Sedan,Santacruz,Antop Hill,11.01,15.64,0,,13.59,3.8,4.7
5/12/2024,15:53,CNR1332568609,Success,CUST7919,Bike,Bandra,Goregaon,11.54,20.15,0,,13.16,3.6,3.9
